workerId,task,index,rt,v,u,type,ramp,size,qShort,vError,uError,error
9,One,5,6221,0,1,juxta,Lightness,4,1uav,0,0,0
9,One,6,10591,0,0,juxta,Lightness,8,0u0v,0,0,0
9,One,7,9633,1,0,2D,Lightness,8,0u1v,0,0,0
9,One,8,8132,0.73268082862574,0.38389558967835,2D,Lightness,8,1uav,0,0.61610441032165,0.61610441032165
9,One,9,8881,1,0,juxta,Lightness,8,0u1v,0,0,0
9,One,10,4183,1,0,2D,Lightness,4,1uav,0,1,1
9,One,11,5771,0,1,vsup,Lightness,4,0u0v,0,1,1
9,One,12,10218,0,0,2D,Lightness,4,0u0v,0,0,0
9,One,14,15671,1,0,vsup,Lightness,8,0u1v,0,0,0
9,One,15,5834,0,0,2D,Lightness,4,0u1v,1,0,1
9,One,13,6235,0.52487696616832,1,juxta,Lightness,4,0u1v,0.47512303383168,1,1.4751230338317
9,One,16,3593,1,0,vsup,Lightness,8,1uav,0,1,1
9,One,17,3671,0.55668405883148,1,vsup,Lightness,8,0u0v,0.55668405883148,1,1.5566840588315
9,One,18,14750,1,0,vsup,Lightness,4,1uav,0,1,1
10,One,1,9684,0.49639199487094,1,vsup,Lightness,8,1uav,0,0,0
10,One,2,7848,0.58697303454534,0.23734402867219,juxta,Lightness,8,0u0v,0.58697303454534,0.23734402867219,0.82431706321753
10,One,3,6928,1,1,2D,Lightness,8,1uav,0,0,0
10,One,5,16344,0,0,2D,Lightness,8,0u0v,0,0,0
10,One,4,12365,0.36952322451997,1,juxta,Lightness,4,1uav,0,0,0
10,One,6,12082,1,0,vsup,Lightness,4,0u1v,0,0,0
10,One,7,21078,0,0,juxta,Lightness,4,0u0v,0,0,0
10,One,8,5467,1,1,2D,Lightness,4,1uav,0,0,0
10,One,9,12949,1,0,juxta,Lightness,4,0u1v,0,0,0
10,One,10,12747,1,0,2D,Lightness,8,0u1v,0,0,0
10,One,11,5890,0,0,2D,Lightness,4,0u0v,0,0,0
10,One,12,8016,0,0,vsup,Lightness,8,0u0v,0,0,0
10,One,13,9503,1,0,vsup,Lightness,8,0u1v,0,0,0
10,One,14,8990,1,1,vsup,Lightness,4,1uav,0,0,0
10,One,15,9353,0,0,vsup,Lightness,4,0u0v,0,0,0
10,One,16,42046,0.56539241051175,0.2040812083447,juxta,Lightness,8,0u1v,0.43460758948825,0.2040812083447,0.63868879783295
10,One,17,11851,1,1,juxta,Lightness,8,1uav,0,0,0
11,One,1,8552,0,0,2D,Lightness,4,0u0v,0,0,0
10,One,18,10606,0.13595830824281,0.38806381525302,2D,Lightness,4,0u1v,0.86404169175719,0.38806381525302,1.2521055070102
11,One,3,19541,1,0,juxta,Lightness,8,0u1v,0,0,0
11,One,4,10997,0,0,juxta,Lightness,4,0u0v,0,0,0
11,One,2,17495,0,0,vsup,Lightness,8,0u0v,0,0,0
11,One,5,6865,1,0,2D,Lightness,4,1uav,0,1,1
11,One,6,41515,0.45992664381111,1,vsup,Lightness,8,1uav,0,0,0
11,One,7,11117,1,1,2D,Lightness,8,0u1v,0,1,1
11,One,8,5727,1,0,vsup,Lightness,4,0u1v,0,0,0
11,One,9,6885,1,1,juxta,Lightness,8,1uav,0,0,0
11,One,12,12407,1,0,2D,Lightness,4,0u1v,0,0,0
11,One,10,5702,0,1,2D,Lightness,8,0u0v,0,1,1
11,One,11,11528,0,0,juxta,Lightness,8,0u0v,0,0,0
11,One,14,6549,0,1,juxta,Lightness,4,1uav,0,0,0
11,One,13,29638,0.56849660263278,0.20134587571895,juxta,Lightness,4,0u1v,0.43150339736722,0.20134587571895,0.63284927308618
11,One,15,10758,1,0,2D,Lightness,8,1uav,0,1,1
11,One,17,3906,1,1,vsup,Lightness,4,1uav,0,0,0
11,One,16,7531,0,0,vsup,Lightness,4,0u0v,0,0,0
11,One,18,19887,1,0,vsup,Lightness,8,0u1v,0,0,0
12,One,1,12925,1,0,vsup,Lightness,4,1uav,0,1,1
12,One,2,6282,0.73189760693652,0.57761042908272,2D,Lightness,8,1uav,0,0.42238957091728,0.42238957091728
12,One,3,10789,0.56340984983082,1,juxta,Lightness,4,1uav,0,0,0
12,One,4,8943,0,0,vsup,Lightness,4,0u0v,0,0,0
12,One,5,6557,1,0,vsup,Lightness,8,1uav,0,1,1
12,One,6,9825,0.39943424586665,0.038814001640962,juxta,Lightness,8,0u1v,0.60056575413335,0.038814001640962,0.63937975577432
12,One,7,5992,0,1,vsup,Lightness,8,0u0v,0,1,1
12,One,8,8586,0.6398930266867,0.24746205477518,juxta,Lightness,8,0u0v,0.6398930266867,0.24746205477518,0.88735508146188
12,One,10,42331,1,0,2D,Lightness,4,1uav,0,1,1
12,One,9,8524,1,0,2D,Lightness,4,0u1v,0,0,0
12,One,11,11126,1,0,juxta,Lightness,4,0u1v,0,0,0
12,One,12,12739,0.87626675031843,0.60033079317043,2D,Lightness,4,0u0v,0.87626675031843,0.60033079317043,1.4765975434889
12,One,13,15302,0,1,2D,Lightness,8,0u0v,0,1,1
12,One,15,4770,0.3704819550953,1,juxta,Lightness,8,1uav,0,0,0
12,One,14,10737,0,0,juxta,Lightness,4,0u0v,0,0,0
12,One,17,7958,1,0,vsup,Lightness,8,0u1v,0,0,0
12,One,16,11593,0,1,vsup,Lightness,4,0u1v,1,1,2
13,One,1,6099,1,1,2D,Lightness,4,0u0v,1,1,2
12,One,18,10601,1,0,2D,Lightness,8,0u1v,0,0,0
13,One,2,16409,1,0.66666666666667,2D,Lightness,8,1uav,0,0.33333333333333,0.33333333333333
13,One,4,23601,0.52428057176485,0.59892464513203,vsup,Lightness,8,0u0v,0.52428057176485,0.59892464513203,1.1232052168969
13,One,3,8149,0,1,juxta,Lightness,4,0u0v,0,1,1
13,One,6,13048,1,0,vsup,Lightness,4,0u1v,0,0,0
13,One,5,7933,1,0,vsup,Lightness,8,0u1v,0,0,0
13,One,8,19828,1,1,vsup,Lightness,8,1uav,0,0,0
13,One,7,8033,1,1,vsup,Lightness,4,1uav,0,0,0
13,One,9,10056,1,1,juxta,Lightness,4,1uav,0,0,0
13,One,10,14579,0.49815771460776,1,juxta,Lightness,8,0u1v,0.50184228539224,1,1.5018422853922
13,One,11,14366,1,1,juxta,Lightness,4,0u1v,0,1,1
13,One,12,8974,0,0,vsup,Lightness,4,0u0v,0,0,0
13,One,13,11591,0,0,2D,Lightness,8,0u0v,0,0,0
13,One,14,19250,0.1627113319342,0.4826293381762,juxta,Lightness,8,0u0v,0.1627113319342,0.4826293381762,0.6453406701104
13,One,15,5998,1,0,2D,Lightness,4,0u1v,0,0,0
13,One,16,5701,0,1,juxta,Lightness,8,1uav,0,0,0
13,One,17,6155,1,0,2D,Lightness,8,0u1v,0,0,0
13,One,18,6822,1,1,2D,Lightness,4,1uav,0,0,0
14,One,1,11623,0,1,2D,Lightness,8,0u0v,0,1,1
14,One,2,9067,0.03249086788186,0.64621692790323,juxta,Lightness,8,1uav,0,0.35378307209677,0.35378307209677
14,One,3,11720,0.54988979082905,1,vsup,Lightness,4,1uav,0,0,0
14,One,5,19832,0.37014459804332,1,vsup,Lightness,4,0u0v,0.37014459804332,1,1.3701445980433
14,One,4,15956,1,1,vsup,Lightness,8,1uav,0,0,0
14,One,6,35491,0.15840889906615,0.40390131368658,juxta,Lightness,4,0u0v,0.15840889906615,0.40390131368658,0.56231021275273
14,One,7,28650,1,1,juxta,Lightness,4,0u1v,0,1,1
14,One,8,5799,0.58639835714651,0.010608374835052,juxta,Lightness,4,1uav,0,0.98939162516495,0.98939162516495
14,One,9,9369,1,1,2D,Lightness,4,1uav,0,0,0
14,One,10,18417,0.34199308556687,0.57231422579691,vsup,Lightness,8,0u0v,0.34199308556687,0.57231422579691,0.91430731136378
14,One,11,6983,1,1,2D,Lightness,8,1uav,0,0,0
14,One,13,16062,0.99343391277782,0.6485336878486,juxta,Lightness,8,0u1v,0.0065660872221769,0.6485336878486,0.65509977507078
14,One,14,4786,1,0,2D,Lightness,4,0u1v,0,0,0
14,One,12,21748,0,0,vsup,Lightness,8,0u1v,1,0,1
14,One,15,10278,1,1,juxta,Lightness,8,1uav,0,0,0
14,One,16,4952,1,0,vsup,Lightness,4,0u1v,0,0,0
14,One,18,15801,0,1,juxta,Lightness,4,1uav,0,0,0
15,One,2,31872,0,0,vsup,Lightness,8,0u0v,0,0,0
15,One,1,20715,1,0,vsup,Lightness,4,0u0v,1,0,1
14,One,17,8140,0,1,vsup,Lightness,8,1uav,0,0,0
15,One,3,49601,0,0,vsup,Lightness,4,1uav,0,1,1
15,One,6,16777,0,0,2D,Lightness,4,0u0v,0,0,0
15,One,4,13815,1,0,vsup,Lightness,8,0u1v,0,0,0
15,One,5,25639,0,0,2D,Lightness,8,0u0v,0,0,0
15,One,7,13971,0,1,vsup,Lightness,8,1uav,0,0,0
15,One,8,6873,1,1,2D,Lightness,4,1uav,0,0,0
15,One,9,18622,1,1,juxta,Lightness,4,1uav,0,0,0
15,One,10,39324,1,1,juxta,Lightness,4,0u1v,0,1,1
15,One,11,13767,0.49627030511708,0.059565759155628,juxta,Lightness,8,1uav,0,0.94043424084437,0.94043424084437
15,One,12,10532,1,0,vsup,Lightness,4,0u1v,0,0,0
15,One,13,35821,0.039908989831309,0.60039356959585,juxta,Lightness,8,0u0v,0.039908989831309,0.60039356959585,0.64030255942716
15,One,16,7254,0,0.49076028041658,juxta,Lightness,4,0u0v,0,0.49076028041658,0.49076028041658
15,One,14,8038,1,0,2D,Lightness,8,0u1v,0,0,0
15,One,15,5686,1,0,2D,Lightness,4,0u1v,0,0,0
15,One,17,10673,0.80053911882106,0.59043251988818,2D,Lightness,8,1uav,0,0.40956748011182,0.40956748011182
16,One,1,8528,1,1,juxta,Lightness,4,1uav,0,0,0
16,One,2,17749,0.5802001595769,1,2D,Lightness,4,0u1v,0.4197998404231,1,1.4197998404231
15,One,18,12425,0.95868364133087,0.45394226809054,juxta,Lightness,8,0u1v,0.041316358669134,0.45394226809054,0.49525862675968
16,One,3,47203,0.62274761357156,0.62179999632149,vsup,Lightness,4,0u0v,0.62274761357156,0.62179999632149,1.2445476098931
16,One,4,36411,0,0,vsup,Lightness,8,0u0v,0,0,0
16,One,5,8886,1,1,2D,Lightness,8,1uav,0,0,0
16,One,6,11988,1,1,vsup,Lightness,8,1uav,0,0,0
16,One,7,10924,1,1,2D,Lightness,4,1uav,0,0,0
16,One,9,4663,1,1,vsup,Lightness,4,1uav,0,0,0
16,One,10,7653,0,0,juxta,Lightness,8,0u0v,0,0,0
16,One,11,8727,0,0,2D,Lightness,4,0u0v,0,0,0
16,One,8,11937,1,1,juxta,Lightness,8,1uav,0,0,0
16,One,12,4900,1,1,juxta,Lightness,4,0u1v,0,1,1
16,One,13,20788,0.62239083746166,0.031347484843689,juxta,Lightness,8,0u1v,0.37760916253834,0.031347484843689,0.40895664738203
16,One,14,9742,1,0,2D,Lightness,8,0u1v,0,0,0
16,One,16,11441,0.40668916693669,0.51675001267289,vsup,Lightness,8,0u1v,0.59331083306331,0.51675001267289,1.1100608457362
16,One,15,18029,0.80597864996144,0.45501809416911,vsup,Lightness,4,0u1v,0.19402135003856,0.45501809416911,0.64903944420768
16,One,17,11809,0.28462435527004,0.38093752187744,2D,Lightness,8,0u0v,0.28462435527004,0.38093752187744,0.66556187714748
16,One,18,16591,0.3788670709487,0.18078129356865,juxta,Lightness,4,0u0v,0.3788670709487,0.18078129356865,0.55964836451736
17,One,3,17430,1,0,2D,Lightness,4,0u1v,0,0,0
17,One,4,12761,1,1,2D,Lightness,8,1uav,0,0,0
17,One,1,10310,0,0.63019580355661,juxta,Lightness,4,1uav,0,0.36980419644339,0.36980419644339
17,One,2,13119,0.59787782849073,1,vsup,Lightness,8,1uav,0,0,0
17,One,5,7557,0,0,2D,Lightness,8,0u0v,0,0,0
17,One,6,17229,0.49813255762258,1,vsup,Lightness,4,1uav,0,0,0
17,One,7,7819,1,0,vsup,Lightness,8,0u1v,0,0,0
17,One,8,7107,0,0,vsup,Lightness,4,0u0v,0,0,0
17,One,10,9398,1,0,2D,Lightness,8,0u1v,0,0,0
17,One,11,6880,1,1,2D,Lightness,4,1uav,0,0,0
17,One,9,9789,0,0,vsup,Lightness,8,0u0v,0,0,0
17,One,12,75134,0,0,juxta,Lightness,4,0u0v,0,0,0
17,One,13,8156,1,0,vsup,Lightness,4,0u1v,0,0,0
17,One,14,13088,0,0,juxta,Lightness,8,0u0v,0,0,0
17,One,16,40964,0,0,2D,Lightness,4,0u0v,0,0,0
17,One,17,17392,1,0,juxta,Lightness,4,0u1v,0,0,0
17,One,15,19767,1,1,juxta,Lightness,8,1uav,0,0,0
17,One,18,52336,1,0,juxta,Lightness,8,0u1v,0,0,0
18,One,2,84801,1,1,2D,Lightness,4,0u1v,0,1,1
18,One,3,45083,0.47964732794986,0.27390978553249,juxta,Lightness,4,0u1v,0.52035267205014,0.27390978553249,0.79426245758263
18,One,1,69563,0,0,juxta,Lightness,4,0u0v,0,0,0
18,One,4,15742,1,1,2D,Lightness,4,1uav,0,0,0
18,One,6,59995,0.93338053157555,0.47864454776998,juxta,Lightness,8,0u1v,0.066619468424446,0.47864454776998,0.54526401619442
18,One,7,79225,0,0,vsup,Lightness,8,0u0v,0,0,0
18,One,8,38764,0.71912058132831,0.64537899377762,juxta,Lightness,8,1uav,0,0.35462100622238,0.35462100622238
18,One,9,55148,0.95742628150595,0.47133602385944,juxta,Lightness,8,0u0v,0.95742628150595,0.47133602385944,1.4287623053654
18,One,10,32953,1,1,2D,Lightness,4,0u0v,1,1,2
18,One,11,64346,0.68825253318957,0.3640121257612,vsup,Lightness,8,0u1v,0.31174746681043,0.3640121257612,0.67575959257162
18,One,12,69629,0.35852562694934,0.30034012392564,vsup,Lightness,4,0u1v,0.64147437305066,0.30034012392564,0.9418144969763
18,One,13,18990,0,0.39158661496612,2D,Lightness,8,0u0v,0,0.39158661496612,0.39158661496612
18,One,5,37614,0.50432774537256,1,vsup,Lightness,8,1uav,0,0,0
18,One,14,25792,0.66094329752925,0.41190598472072,2D,Lightness,8,1uav,0,0.58809401527928,0.58809401527928
18,One,15,32774,0.340947764143,0.52955751718989,vsup,Lightness,4,1uav,0,0.47044248281011,0.47044248281011
18,One,16,29934,0.41436199653821,1,juxta,Lightness,4,1uav,0,0,0
18,One,17,32426,0.89070156728972,0.37568319493741,2D,Lightness,8,0u1v,0.10929843271028,0.37568319493741,0.48498162764769
18,One,18,19719,0,0,vsup,Lightness,4,0u0v,0,0,0
19,One,1,44274,0,0,vsup,Lightness,4,0u0v,0,0,0
19,One,2,10981,1,0,vsup,Lightness,8,0u1v,0,0,0
19,One,4,13653,1,1,2D,Lightness,8,1uav,0,0,0
19,One,5,20185,0.46120061859464,1,vsup,Lightness,8,1uav,0,0,0
19,One,6,13036,0,1,juxta,Lightness,8,1uav,0,0,0
19,One,3,21723,1,0,2D,Lightness,8,0u1v,0,0,0
19,One,7,9052,0.5993776607732,1,vsup,Lightness,4,1uav,0,0,0
19,One,8,9585,0,0,2D,Lightness,8,0u0v,0,0,0
19,One,9,22439,0.49637589719336,0.13076710453079,juxta,Lightness,8,0u1v,0.50362410280664,0.13076710453079,0.63439120733743
19,One,10,25868,0.2378736641613,0.36922369895051,2D,Lightness,4,0u0v,0.2378736641613,0.36922369895051,0.60709736311182
19,One,11,12535,0.99159233290986,0.47073122891033,2D,Lightness,4,1uav,0,0.52926877108967,0.52926877108967
19,One,14,17056,1,0,vsup,Lightness,4,0u1v,0,0,0
19,One,12,10334,0.37347934865144,1,juxta,Lightness,4,1uav,0,0,0
19,One,13,20245,1,0,juxta,Lightness,4,0u0v,1,0,1
19,One,15,26808,0,0.56076731408413,juxta,Lightness,8,0u0v,0,0.56076731408413,0.56076731408413
19,One,16,8318,0,0,vsup,Lightness,8,0u0v,0,0,0
19,One,17,42020,1,0,juxta,Lightness,4,0u1v,0,0,0
20,One,1,12031,1,0,2D,Lightness,8,0u1v,0,0,0
19,One,18,12519,1,0,2D,Lightness,4,0u1v,0,0,0
20,One,2,10314,0.4493006372618,1,vsup,Lightness,4,1uav,0,0,0
20,One,3,11220,0.051085143010909,0.50409675660133,juxta,Lightness,8,0u0v,0.051085143010909,0.50409675660133,0.55518189961223
20,One,4,7500,0,0,2D,Lightness,4,0u0v,0,0,0
20,One,5,6419,0.41348779106946,1,juxta,Lightness,4,1uav,0,0,0
20,One,6,9581,1,0,vsup,Lightness,8,0u1v,0,0,0
20,One,7,7942,0,0,juxta,Lightness,4,0u0v,0,0,0
20,One,8,6384,0,0,vsup,Lightness,8,0u0v,0,0,0
20,One,10,15446,1,0,vsup,Lightness,4,0u1v,0,0,0
20,One,11,9328,1,0,2D,Lightness,4,0u1v,0,0,0
20,One,12,6395,0,1,2D,Lightness,4,1uav,0,0,0
20,One,9,6798,0,0,2D,Lightness,8,0u0v,0,0,0
20,One,13,4307,0,0,vsup,Lightness,4,0u0v,0,0,0
20,One,14,15664,1,0,juxta,Lightness,8,0u1v,0,0,0
20,One,15,6025,1,0,juxta,Lightness,4,0u1v,0,0,0
20,One,16,4245,0.57572186472491,1,juxta,Lightness,8,1uav,0,0,0
20,One,17,4379,0,0.44152598066324,2D,Lightness,8,1uav,0,0.55847401933676,0.55847401933676
20,One,18,3199,0,1,vsup,Lightness,8,1uav,0,0,0
21,One,1,11710,1,1,vsup,Lightness,8,0u0v,1,1,2
21,One,2,13725,0,1,juxta,Lightness,8,0u0v,0,1,1
21,One,3,5984,0,0,juxta,Lightness,4,1uav,0,1,1
21,One,4,8346,0,1,juxta,Lightness,8,0u1v,1,1,2
21,One,6,8008,1,1,juxta,Lightness,4,0u1v,0,1,1
21,One,5,6610,0.64537254709073,0.52479787761947,vsup,Lightness,4,0u0v,0.64537254709073,0.52479787761947,1.1701704247102
21,One,7,10069,0,1,2D,Lightness,4,0u0v,0,1,1
21,One,8,12957,0,0,vsup,Lightness,8,1uav,0,1,1
21,One,9,6916,1,1,2D,Lightness,8,0u1v,0,1,1
21,One,10,9102,0.61455895452944,0.59783665052952,vsup,Lightness,4,0u1v,0.38544104547056,0.59783665052952,0.98327769600007
21,One,11,4810,0,1,juxta,Lightness,4,0u0v,0,1,1
21,One,12,2756,0,0,vsup,Lightness,4,1uav,0,1,1
21,One,14,5413,0,1,2D,Lightness,8,0u0v,0,1,1
21,One,13,3854,0,0,2D,Lightness,4,1uav,0,1,1
21,One,15,6770,1,1,juxta,Lightness,8,1uav,0,0,0
21,One,16,3709,1,0,vsup,Lightness,8,0u1v,0,0,0
21,One,18,2833,1,0,2D,Lightness,8,1uav,0,1,1
22,One,1,7979,1,0,2D,Lightness,4,0u1v,0,0,0
21,One,17,6561,0.39032532958059,0.51497299003784,2D,Lightness,4,0u1v,0.60967467041941,0.51497299003784,1.1246476604572
22,One,2,7082,0,0,vsup,Lightness,8,0u0v,0,0,0
22,One,3,7145,0,0,vsup,Lightness,4,0u0v,0,0,0
22,One,4,10358,1,1,2D,Lightness,4,1uav,0,0,0
22,One,5,12108,1,0,juxta,Lightness,8,0u1v,0,0,0
22,One,6,7999,0,0,juxta,Lightness,4,0u0v,0,0,0
22,One,7,20921,1,1,vsup,Lightness,8,1uav,0,0,0
22,One,9,6015,0,0,2D,Lightness,4,0u0v,0,0,0
22,One,8,8983,1,0,juxta,Lightness,4,0u1v,0,0,0
22,One,10,17118,0,0,juxta,Lightness,8,0u0v,0,0,0
22,One,12,14133,1,1,vsup,Lightness,8,0u1v,0,1,1
22,One,11,6927,1,1,2D,Lightness,8,1uav,0,0,0
22,One,13,4267,1,1,vsup,Lightness,4,1uav,0,0,0
22,One,14,9085,1,1,juxta,Lightness,8,1uav,0,0,0
22,One,15,18770,0.4775685295124,0.13780982519003,vsup,Lightness,4,0u1v,0.5224314704876,0.13780982519003,0.66024129567764
22,One,16,9540,0,1,2D,Lightness,8,0u0v,0,1,1
22,One,17,12102,1,0,2D,Lightness,8,0u1v,0,0,0
22,One,18,10132,1,1,juxta,Lightness,4,1uav,0,0,0
23,One,1,37605,0,0,juxta,Lightness,4,0u0v,0,0,0
23,One,4,618530,1,0,juxta,Lightness,4,0u1v,0,0,0
23,One,3,1420346,0.36539947361586,0.62614958509797,juxta,Lightness,8,1uav,0,0.37385041490203,0.37385041490203
23,One,5,32206,1,1,2D,Lightness,4,1uav,0,0,0
23,One,2,12123,0.59725176059327,1,vsup,Lightness,4,1uav,0,0,0
23,One,6,12011,1,0,vsup,Lightness,8,0u1v,0,0,0
23,One,8,28837,0,0,vsup,Lightness,4,0u0v,0,0,0
23,One,7,44599,0.92875964402141,0.35120521873395,juxta,Lightness,8,0u1v,0.071240355978586,0.35120521873395,0.42244557471254
23,One,9,19726,0,0,vsup,Lightness,8,0u0v,0,0,0
23,One,10,27036,1,0,2D,Lightness,8,0u0v,1,0,1
23,One,11,46214,0,0,2D,Lightness,4,0u0v,0,0,0
23,One,14,7398,1,0,2D,Lightness,4,0u1v,0,0,0
23,One,17,39419,1,0,vsup,Lightness,4,0u1v,0,0,0
23,One,15,61713,0,0,juxta,Lightness,8,0u0v,0,0,0
23,One,12,18981,0.37241856693435,1,juxta,Lightness,4,1uav,0,0,0
23,One,13,9992,1,1,2D,Lightness,8,1uav,0,0,0
23,One,18,69083,0,1,vsup,Lightness,8,1uav,0,0,0
23,One,16,16817,1,0,2D,Lightness,8,0u1v,0,0,0
